YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,GeoLocation,ClassID,TopicID,QuestionID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2011,2011,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,26.7,26.7,25.2,28.3,5959,"(44.567449424, -120.155031326)",OWS,OWS1,Q036,41,Total,Total,OVR,OVERALL
2012,2012,SC,South Carolina,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,25.1,25.1,24,26.2,12777,"(33.998821303, -81.045371207)",PA,PA1,Q047,45,Total,Total,OVR,OVERALL
2013,2013,MT,Montana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,36.8,36.8,35.4,38.1,9323,"(47.066528972, -109.424420645)",OWS,OWS1,Q037,30,Total,Total,OVR,OVERALL
2015,2015,NV,Nevada,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,36.6,36.6,33.7,39.6,2622,"(39.49324039, -117.071840564)",PA,PA1,Q045,32,Total,Total,OVR,OVERALL
2011,2011,NV,Nevada,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,24.5,24.5,22.5,26.6,5205,"(39.49324039, -117.071840564)",OWS,OWS1,Q036,32,Total,Total,OVR,OVERALL
2014,2014,MD,Maryland,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,29.6,29.6,28.1,31.1,11713,"(39.290580964, -76.609260111)",OWS,OWS1,Q036,24,Total,Total,OVR,OVERALL
2015,2015,MI,Michigan,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,29.3,29.3,28,30.5,8275,"(44.661319543001, -84.71439027)",PA,PA1,Q046,26,Total,Total,OVR,OVERALL
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,37.7,37.7,35.3,40.1,3186,"(64.845079957001, -147.722059036)",PA,PA1,Q045,2,Total,Total,OVR,OVERALL
2012,2012,MI,Michigan,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,31.1,31.1,29.8,32.3,10052,"(44.661319543001, -84.71439027)",OWS,OWS1,Q036,26,Total,Total,OVR,OVERALL
2014,2014,NC,North Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,35.9,35.9,34.5,37.3,6621,"(35.466220975, -79.159250463)",OWS,OWS1,Q037,37,Total,Total,OVR,OVERALL
2012,2012,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,29.1,29.1,28.1,30.1,18893,"(40.793730152, -77.860700294)",OWS,OWS1,Q036,42,Total,Total,OVR,OVERALL
2011,2011,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,36,36,34.7,37.3,10850,"(40.793730152, -77.860700294)",OWS,OWS1,Q037,42,Total,Total,OVR,OVERALL
2013,2013,GA,Georgia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,21.5,21.5,20.1,23,7053,"(32.839681093, -83.627580346)",PA,PA1,Q044,13,Total,Total,OVR,OVERALL
2011,2011,OH,Ohio,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,32.9,32.9,31.5,34.3,8942,"(40.060210141, -82.404260056)",PA,PA1,Q045,39,Total,Total,OVR,OVERALL
2012,2012,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,28.6,28.6,27.7,29.6,18385,"(41.641040988001, -99.365720623)",OWS,OWS1,Q036,31,Total,Total,OVR,OVERALL
2013,2013,CO,Colorado,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,26.7,26.7,25.7,27.8,11941,"(38.843840757, -106.133610921)",PA,PA1,Q044,8,Total,Total,OVR,OVERALL
2011,2011,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,35.4,35.4,33.8,37.1,6049,"(43.655950113, -71.50036092)",OWS,OWS1,Q037,33,Total,Total,OVR,OVERALL
2013,2013,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,23.3,23.3,22.1,24.6,8905,"(47.066528972, -109.424420645)",PA,PA1,Q044,30,Total,Total,OVR,OVERALL
2012,2012,DE,Delaware,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,23.5,23.5,21.9,25.1,5172,"(39.008830667, -75.577741168)",PA,PA1,Q047,10,Total,Total,OVR,OVERALL
2014,2014,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,35.9,35.9,34.5,37.3,14058,"(31.827240407, -99.426770206)",OWS,OWS1,Q037,48,Total,Total,OVR,OVERALL
2011,2011,IL,Illinois,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,27.1,27.1,25.4,28.9,5355,"(40.485010283, -88.997710178)",OWS,OWS1,Q036,17,Total,Total,OVR,OVERALL
2011,2011,IL,Illinois,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,31.4,31.4,29.5,33.4,5257,"(40.485010283, -88.997710178)",PA,PA1,Q046,17,Total,Total,OVR,OVERALL
2013,2013,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,29.6,29.6,28.4,30.7,16250,"(41.641040988001, -99.365720623)",OWS,OWS1,Q036,31,Total,Total,OVR,OVERALL
2013,2013,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,19.6,19.6,18.1,21.1,5602,"(41.708280193, -71.522470314)",PA,PA1,Q044,44,Total,Total,OVR,OVERALL
2011,2011,MO,Missouri,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,30.5,30.5,28.8,32.3,5491,"(38.635790776, -92.566300053)",PA,PA1,Q045,29,Total,Total,OVR,OVERALL
2012,2012,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,21.9,21.9,19.9,24.1,3644,"(38.890371385, -77.031961127)",OWS,OWS1,Q036,11,Total,Total,OVR,OVERALL
2014,2014,WY,Wyoming,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,22.1,22.1,20.4,23.8,6396,"(43.235541343, -108.109830353)",PA,PA1,Q047,56,Total,Total,OVR,OVERALL
2015,2015,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,35.3,35.3,34.1,36.5,10609,"(37.638640123, -120.999999538)",PA,PA1,Q045,6,Total,Total,OVR,OVERALL
2013,2013,SC,South Carolina,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,18.6,18.6,17.5,19.8,9545,"(33.998821303, -81.045371207)",PA,PA1,Q044,45,Total,Total,OVR,OVERALL
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,27.4,27.4,25.3,29.7,3336,"(64.845079957001, -147.722059036)",OWS,OWS1,Q036,2,Total,Total,OVR,OVERALL
2015,2015,IL,Illinois,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,49.8,49.8,48,51.7,4860,"(40.485010283, -88.997710178)",PA,PA1,Q043,17,Total,Total,OVR,OVERALL
2015,2015,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,20.1,20.1,18.6,21.7,5325,"(44.393191174, -89.816370742)",PA,PA1,Q044,55,Total,Total,OVR,OVERALL
2015,2015,TX,Texas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,24.9,24.9,23.5,26.3,12356,"(31.827240407, -99.426770206)",PA,PA1,Q045,48,Total,Total,OVR,OVERALL
2013,2013,UT,Utah,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,22.4,22.4,21.4,23.4,11459,"(39.360700171, -111.587130635)",PA,PA1,Q044,49,Total,Total,OVR,OVERALL
2015,2015,CT,Connecticut,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,25.3,25.3,24.1,26.4,10901,"(41.56266102, -72.649840952)",OWS,OWS1,Q036,9,Total,Total,OVR,OVERALL
2013,2013,NV,Nevada,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,32.8,32.8,30.4,35.4,4735,"(39.49324039, -117.071840564)",PA,PA1,Q046,32,Total,Total,OVR,OVERALL
2015,2015,AL,Alabama,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,16.7,16.7,15.5,18,6956,"(32.840571122, -86.631860762)",PA,PA1,Q044,1,Total,Total,OVR,OVERALL
2012,2012,MI,Michigan,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,34.6,34.6,33.3,35.8,10052,"(44.661319543001, -84.71439027)",OWS,OWS1,Q037,26,Total,Total,OVR,OVERALL
2013,2013,VA,Virginia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,25.5,25.5,24.2,26.9,7767,"(37.542680674, -78.457890463)",PA,PA1,Q047,51,Total,Total,OVR,OVERALL
2015,2015,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,30.7,30.7,29,32.4,5755,"(44.393191174, -89.816370742)",OWS,OWS1,Q036,55,Total,Total,OVR,OVERALL
2013,2013,ME,Maine,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,20.5,20.5,19.3,21.8,7383,"(45.254228894001, -68.985031336)",PA,PA1,Q044,23,Total,Total,OVR,OVERALL
2011,2011,AL,Alabama,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,23.9,23.9,22.5,25.4,7152,"(32.840571122, -86.631860762)",PA,PA1,Q045,1,Total,Total,OVR,OVERALL
2015,2015,AL,Alabama,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,31.9,31.9,30.4,33.4,7269,"(32.840571122, -86.631860762)",PA,PA1,Q047,1,Total,Total,OVR,OVERALL
2011,2011,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,53.2,53.2,52,54.5,13640,"(40.130570048, -74.273691288)",PA,PA1,Q043,34,Total,Total,OVR,OVERALL
2011,2011,MD,Maryland,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,36.1,36.1,34.6,37.6,9450,"(39.290580964, -76.609260111)",OWS,OWS1,Q037,24,Total,Total,OVR,OVERALL
2013,2013,AZ,Arizona,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,22,22,19.7,24.5,3724,"(34.86597028, -111.763811277)",PA,PA1,Q044,4,Total,Total,OVR,OVERALL
2013,2013,IL,Illinois,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,30.2,30.2,28.3,32,5255,"(40.485010283, -88.997710178)",PA,PA1,Q046,17,Total,Total,OVR,OVERALL
2011,2011,MS,Mississippi,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,34,34,32.6,35.4,8504,"(32.745510099, -89.538030825)",OWS,OWS1,Q037,28,Total,Total,OVR,OVERALL
2015,2015,HI,Hawaii,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,22.7,22.7,21.3,24.1,6822,"(21.304850435, -157.857749403)",OWS,OWS1,Q036,15,Total,Total,OVR,OVERALL
2011,2011,NM,New Mexico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,33.1,33.1,31.8,34.4,8628,"(34.520880952, -106.240580985)",PA,PA1,Q045,35,Total,Total,OVR,OVERALL
2015,2015,NY,New York,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,25,25,24,26.1,11281,"(42.827001032, -75.543970427)",OWS,OWS1,Q036,36,Total,Total,OVR,OVERALL
2012,2012,OH,Ohio,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,30.1,30.1,29,31.2,12319,"(40.060210141, -82.404260056)",OWS,OWS1,Q036,39,Total,Total,OVR,OVERALL
2013,2013,HI,Hawaii,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,26.5,26.5,25.1,28,7222,"(21.304850435, -157.857749403)",PA,PA1,Q044,15,Total,Total,OVR,OVERALL
2015,2015,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,18.8,18.8,17.3,20.3,4819,"(44.567449424, -120.155031326)",PA,PA1,Q047,41,Total,Total,OVR,OVERALL
2015,2015,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,37.8,37.8,36.3,39.3,10184,"(40.130570048, -74.273691288)",OWS,OWS1,Q037,34,Total,Total,OVR,OVERALL
2013,2013,OH,Ohio,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,28.5,28.5,27.2,29.7,11117,"(40.060210141, -82.404260056)",PA,PA1,Q047,39,Total,Total,OVR,OVERALL
2012,2012,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,20.5,20.5,19.5,21.5,11643,"(38.843840757, -106.133610921)",OWS,OWS1,Q036,8,Total,Total,OVR,OVERALL
2015,2015,WV,West Virginia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,48,48,46.4,49.5,5495,"(38.665510202, -80.712640135)",PA,PA1,Q043,54,Total,Total,OVR,OVERALL
2013,2013,UT,Utah,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,20.6,20.6,19.7,21.6,11937,"(39.360700171, -111.587130635)",PA,PA1,Q047,49,Total,Total,OVR,OVERALL
2013,2013,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,37.3,37.3,35.6,39,6191,"(41.708280193, -71.522470314)",OWS,OWS1,Q037,44,Total,Total,OVR,OVERALL
2013,2013,NM,New Mexico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,55,55,53.4,56.6,8275,"(34.520880952, -106.240580985)",PA,PA1,Q043,35,Total,Total,OVR,OVERALL
2014,2014,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,21.7,21.7,19.5,24,3787,"(38.890371385, -77.031961127)",OWS,OWS1,Q036,11,Total,Total,OVR,OVERALL
2011,2011,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,22.7,22.7,21.8,23.7,20532,"(42.27687047, -72.082690675)",OWS,OWS1,Q036,25,Total,Total,OVR,OVERALL
2014,2014,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,31.9,31.9,30.6,33.3,14058,"(31.827240407, -99.426770206)",OWS,OWS1,Q036,48,Total,Total,OVR,OVERALL
2014,2014,ID,Idaho,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,18.7,18.7,17.2,20.3,5468,"(43.682630005, -114.363730042)",PA,PA1,Q047,16,Total,Total,OVR,OVERALL
2011,2011,NE,Nebraska,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,28.6,28.6,27.7,29.4,23591,"(41.641040988001, -99.365720623)",PA,PA1,Q045,31,Total,Total,OVR,OVERALL
2013,2013,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,32.4,32.4,30.8,34.1,6244,"(32.840571122, -86.631860762)",OWS,OWS1,Q036,1,Total,Total,OVR,OVERALL
2015,2015,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,31.6,31.6,29.9,33.4,6311,"(43.655950113, -71.50036092)",PA,PA1,Q046,33,Total,Total,OVR,OVERALL
2013,2013,CT,Connecticut,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,50.9,50.9,49.2,52.7,6902,"(41.56266102, -72.649840952)",PA,PA1,Q043,9,Total,Total,OVR,OVERALL
2013,2013,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,35,35,33.7,36.3,13067,"(42.27687047, -72.082690675)",PA,PA1,Q045,25,Total,Total,OVR,OVERALL
2013,2013,NY,New York,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,19.4,19.4,18.2,20.6,7658,"(42.827001032, -75.543970427)",PA,PA1,Q044,36,Total,Total,OVR,OVERALL
2015,2015,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,22.9,22.9,21.9,24,10563,"(37.638640123, -120.999999538)",PA,PA1,Q044,6,Total,Total,OVR,OVERALL
2015,2015,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,30.4,30.4,28.5,32.3,6707,"(44.353130053, -100.373530637)",OWS,OWS1,Q036,46,Total,Total,OVR,OVERALL
2011,2011,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,36,36,34.5,37.4,9487,"(47.066528972, -109.424420645)",PA,PA1,Q045,30,Total,Total,OVR,OVERALL
2011,2011,GA,Georgia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,30.2,30.2,28.7,31.8,9330,"(32.839681093, -83.627580346)",PA,PA1,Q046,13,Total,Total,OVR,OVERALL
2012,2012,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,35.9,35.9,34.8,36.9,18893,"(40.793730152, -77.860700294)",OWS,OWS1,Q037,42,Total,Total,OVR,OVERALL
2013,2013,SD,South Dakota,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,35.4,35.4,33.5,37.5,6397,"(44.353130053, -100.373530637)",PA,PA1,Q045,46,Total,Total,OVR,OVERALL
2011,2011,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,28,28,26.6,29.4,9353,"(32.839681093, -83.627580346)",OWS,OWS1,Q036,13,Total,Total,OVR,OVERALL
2011,2011,HI,Hawaii,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,38.1,38.1,36.4,39.8,7236,"(21.304850435, -157.857749403)",PA,PA1,Q045,15,Total,Total,OVR,OVERALL
2012,2012,KS,Kansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,29.8,29.8,28.7,31,11238,"(38.3477403, -98.200781227)",OWS,OWS1,Q036,20,Total,Total,OVR,OVERALL
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,26.4,26.4,25.3,27.4,32552,"(28.932040377, -81.928960539)",OWS,OWS1,Q036,12,Total,Total,OVR,OVERALL
2015,2015,ID,Idaho,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,29.9,29.9,28.1,31.9,5284,"(43.682630005, -114.363730042)",PA,PA1,Q046,16,Total,Total,OVR,OVERALL
2011,2011,VA,Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,29.2,29.2,27.5,30.9,6151,"(37.542680674, -78.457890463)",OWS,OWS1,Q036,51,Total,Total,OVR,OVERALL
